"year","leaid","lea_name","state_name","city_location","zip_location","latitude","longitude","county_name","agency_type","enrollment","est_population_5_17_poverty","est_population_5_17_poverty_pct","read_test_pct_prof_midpt","math_test_pct_prof_midpt","rev_total","salaries_total"
"2015","5304650","Mabton School District","Washington","MABTON","98935","46.214322","-119.996739","Yakima County","Regular local school district","958","261","0.272443","26","14","11409000","6061000"
"2015","5304710","Mansfield School District","Washington","MANSFIELD","98830","47.816395","-119.643627","Douglas County","Regular local school district","97","10","0.138889","44.5","44.5","2271000","1175000"
"2015","5304740","Manson School District","Washington","MANSON","98831","47.8828","-120.1512","Chelan County","Regular local school district","668","118","0.161866","34","23","9666000","4912000"
"2015","5304800","Mary M Knight School District","Washington","ELMA","98541","47.19933","-123.432421","Mason County","Regular local school district","157","50","0.209205","47","27","3210000","1653000"
"2015","5304830","Mary Walker School District","Washington","SPRINGDALE","99173","48.059827","-117.746092","Stevens County","Regular local school district","484","137","0.232598","55","43","11220000","3507000"
"2015","5304860","Marysville School District","Washington","MARYSVILLE","98270","48.06788","-122.173361","Snohomish County","Regular local school district","11249","1439","0.106051","52","39","154819000","85319000"
"2015","5304890","McCleary School District","Washington","MCCLEARY","98557","47.04924","-123.265739","Grays Harbor County","Regular local school district","308","115","0.234216","52","32","4452000","1932000"
"2015","5304920","Mead School District","Washington","MEAD","99021","47.77308","-117.375681","Spokane County","Regular local school district","9872","1077","0.102037","72","63","114265000","63975000"
"2015","5304950","Medical Lake School District","Washington","MEDICAL LAKE","99022","47.576","-117.6832","Spokane County","Regular local school district","1909","197","0.098205","70","52","22281000","11981000"
"2015","5304980","Mercer Island School District","Washington","MERCER ISLAND","98040","47.5717","-122.2241","King County","Regular local school district","4450","152","0.031516","87","81","66441000","30996000"
"2015","5305010","Meridian School District","Washington","BELLINGHAM","98226","48.855561","-122.491046","Whatcom County","Regular local school district","1762","219","0.134027","54","45","21369000","11206000"
"2015","5305020","Methow Valley School District","Washington","WINTHROP","98862","48.44199","-120.170501","Okanogan County","Regular local school district","612","160","0.253968","65","51","9216000","4054000"
"2015","5305040","Mill A School District","Washington","COOK","98605","45.757433","-121.64967","Skamania County","Regular local school district","17","13","0.209677","24.5","24.5","551000","264000"
"2015","5305130","Monroe School District","Washington","MONROE","98272","47.854459","-121.968838","Snohomish County","Regular local school district","7006","547","0.075065","64","51","81719000","43665000"
"2015","5305160","Montesano School District","Washington","MONTESANO","98563","46.983613","-123.597011","Grays Harbor County","Regular local school district","1384","179","0.143086","66","54","16823000","8223000"
"2015","5305190","Morton School District","Washington","MORTON","98356","46.552788","-122.272198","Lewis County","Regular local school district","319","81","0.247706","57","37","4652000","2203000"
"2015","5305220","Moses Lake School District","Washington","MOSES LAKE","98837","47.1239","-119.2891","Grant County","Regular local school district","8397","1382","0.157745","49","35","102510000","55012000"
"2015","5305250","Mossyrock School District","Washington","MOSSYROCK","98564","46.532291","-122.485363","Lewis County","Regular local school district","515","121","0.200663","51","41","7346000","3488000"
"2015","5305280","Mount Adams School District","Washington","WHITE SWAN","98952","46.37696","-120.730841","Yakima County","Regular local school district","950","279","0.245383","23","17","14242000","7480000"
"2015","5305310","Mount Baker School District","Washington","DEMING","98244","48.824446","-122.219718","Whatcom County","Regular local school district","1933","357","0.138426","54","37","25966000","14428000"
"2015","5305340","Mount Pleasant School District","Washington","WASHOUGAL","98671","45.56391","-122.23036","Skamania County","Regular local school district","47","5","0.096154","49.5","30","790000","369000"
"2015","5305370","East Valley School District (Yakima)","Washington","YAKIMA","98901","46.5735","-120.404","Yakima County","Regular local school district","3137","408","0.132468","58","47","38336000","19433000"
"2015","5305400","Mount Vernon School District","Washington","MOUNT VERNON","98273","48.4242","-122.3341","Skagit County","Regular local school district","6781","1445","0.212938","45","38","91718000","48366000"
"2015","5305430","Mukilteo School District","Washington","EVERETT","98204","47.9127","-122.2457","Snohomish County","Regular local school district","15358","2540","0.155695","63","52","201266000","110691000"
"2015","5305460","Naches Valley School District","Washington","NACHES","98937","46.727686","-120.694747","Yakima County","Regular local school district","1342","323","0.217362","58","47","18729000","8256000"
"2015","5305490","Napavine School District","Washington","NAPAVINE","98565","46.578529","-122.904258","Lewis County","Regular local school district","797","87","0.119015","62","53","9207000","4474000"
"2015","5305520","Naselle-Grays River Valley School District","Washington","NASELLE","98638","46.37765","-123.802041","Pacific County","Regular local school district","436","65","0.181564","57","52","6150000","2862000"
"2015","5305550","Nespelem School District","Washington","NESPELEM","99155","48.165508","-118.987405","Okanogan County","Regular local school district","122","93","0.32069","22","17","3477000","1283000"
"2015","5305610","Newport School District","Washington","NEWPORT","99156","48.177076","-117.057283","Pend Oreille County","Regular local school district","1085","344","0.271293","54","41","14206000","6959000"
"2015","5305640","Nine Mile Falls School District","Washington","NINE MILE FALLS","99026","47.780089","-117.552263","Spokane County","Regular local school district","1449","326","0.191991","70","59","17800000","9149000"
"2015","5305670","Nooksack Valley School District","Washington","EVERSON","98247","48.964666","-122.307397","Whatcom County","Regular local school district","1620","264","0.132","67","55","21972000","11893000"
"2015","5305700","North Beach School District","Washington","OCEAN SHORES","98569","47.0727","-124.1656","Grays Harbor County","Regular local school district","674","134","0.18281","44","42","9542000","4589000"
"2015","5305730","North Franklin School District","Washington","CONNELL","99326","46.662227","-118.872644","Franklin County","Regular local school district","2114","565","0.24385","43","31","25826000","13651000"
"2015","5305760","North Kitsap School District","Washington","POULSBO","98370","47.730982","-122.627591","Kitsap County","Regular local school district","6126","591","0.078937","69","58","82614000","40937000"
"2015","5305790","North Mason School District","Washington","BELFAIR","98528","47.414811","-122.843319","Mason County","Regular local school district","2173","468","0.221277","53","39","37834000","13389000"
"2015","5305820","North River School District","Washington","COSMOPOLIS","98537","46.77602","-123.484571","Pacific County","Regular local school district","61","9","0.264706","69.5","49.5","1772000","946000"
"2015","5305850","North Thurston Public Schools","Washington","LACEY","98516","47.0519","-122.8231","Thurston County","Regular local school district","14894","2244","0.141694","64","53","210302000","98705000"
"2015","5305880","Northport School District","Washington","NORTHPORT","99157","48.911962","-117.789212","Stevens County","Regular local school district","227","59","0.30102","57","37","3572000","1801000"
"2015","5305910","Northshore School District","Washington","BOTHELL","98021","47.77709","-122.190131","Snohomish County","Regular local school district","21481","1093","0.047987","79","73","291572000","144062000"
"2015","5305940","Oak Harbor School District","Washington","OAK HARBOR","98277","48.295782","-122.656914","Island County","Regular local school district","5861","701","0.126329","64","52","69514000","36420000"
"2015","5305970","Oakesdale School District","Washington","OAKESDALE","99158","47.126722","-117.243784","Whitman County","Regular local school district","105","9","0.056962","74.5","64.5","3020000","1312000"
"2015","5306000","Oakville School District","Washington","OAKVILLE","98568","46.841299","-123.240739","Grays Harbor County","Regular local school district","227","66","0.179348","32","22","3625000","2092000"
"2015","5306060","Ocean Beach School District","Washington","Long Beach","98631","46.34872","-124.052301","Pacific County","Regular local school district","1024","183","0.206081","44","28","16784000","6307000"
"2015","5306090","Ocosta School District","Washington","WESTPORT","98595","46.864342","-124.100841","Grays Harbor County","Regular local school district","605","192","0.281525","55","44","12122000","4813000"
"2015","5306120","Odessa School District","Washington","ODESSA","99159","47.330708","-118.688616","Lincoln County","Regular local school district","233","44","0.163569","57","47","4040000","2003000"
"2015","5306150","Okanogan School District","Washington","OKANOGAN","98840","48.364651","-119.584674","Okanogan County","Regular local school district","1113","287","0.288153","60","33","13936000","6810000"
"2015","5306180","Olympia School District","Washington","OLYMPIA","98501","47.043487","-122.887479","Thurston County","Regular local school district","9986","1036","0.108097","77","68","128360000","64007000"
"2015","5306220","Omak School District","Washington","OMAK","98841","48.411995","-119.537707","Okanogan County","Regular local school district","5417","385","0.210498","52","32","51934000","19534000"
"2015","5306240","Onalaska School District","Washington","ONALASKA","98570","46.581713","-122.71863","Lewis County","Regular local school district","760","112","0.131765","60","51","9017000","4595000"
"2015","5306270","Onion Creek School District","Washington","COLVILLE","99114","48.783468","-117.809364","Stevens County","Regular local school district","40","15","0.288462","30","30","925000","480000"
"2015","5306300","Orcas Island School District","Washington","EASTSOUND","98245","48.698988","-122.903569","San Juan County","Regular local school district","843","113","0.195841","72","51","12135000","5225000"
"2015","5306330","Orchard Prairie School District","Washington","SPOKANE","99217","47.727678","-117.314054","Spokane County","Regular local school district","87","25","0.189394","Suppressed data","Suppressed data","896000","441000"
"2015","5306360","Orient School District","Washington","ORIENT","99160","48.868111","-118.205402","Ferry County","Regular local school district","77","33","0.34375","75","24.5","1201000","503000"
"2015","5306390","Orondo School District","Washington","ORONDO","98843","47.640996","-120.21649","Douglas County","Regular local school district","156","65","0.168831","42","37","3368000","1646000"
"2015","5306420","Oroville School District","Washington","OROVILLE","98844","48.9327","-119.4396","Okanogan County","Regular local school district","570","255","0.351724","51","36","7583000","3924000"
"2015","5306450","Orting School District","Washington","ORTING","98360","47.10046","-122.206671","Pierce County","Regular local school district","2500","439","0.162172","61","46","30126000","14858000"
"2015","5306480","Othello School District","Washington","OTHELLO","99344","46.822142","-119.16645","Adams County","Regular local school district","4281","873","0.211688","40","36","49459000","24283000"
"2015","5306510","Palisades School District","Washington","PALISADES","98845","47.416414","-119.915739","Douglas County","Regular local school district","32","13","0.216667","30","10","665000","240000"
"2015","5306540","Palouse School District","Washington","PALOUSE","99161","46.912588","-117.070953","Whitman County","Regular local school district","183","44","0.180328","72","47","3191000","1598000"
"2015","5306570","Pasco School District","Washington","PASCO","99301","46.228209","-119.103133","Franklin County","Regular local school district","17407","3433","0.188316","39","33","216002000","111853000"
"2015","5306600","Pateros School District","Washington","PATEROS","98846","48.051967","-119.906507","Okanogan County","Regular local school district","289","65","0.249042","47","42","4800000","2320000"
"2015","5306630","Paterson School District","Washington","PATERSON","99345","45.93864","-119.609076","Benton County","Regular local school district","135","14","0.112903","72","62","1940000","870000"
"2015","5306660","Pe Ell School District","Washington","PE ELL","98572","46.5748","-123.2984","Lewis County","Regular local school district","274","47","0.158249","52","37","4479000","2179000"
"2015","5306690","Peninsula School District","Washington","GIG HARBOR","98332","47.3856","-122.6205","Pierce County","Regular local school district","8924","611","0.05501","73","59","105211000","55379000"
"2015","5306750","Pioneer School District","Washington","SHELTON","98584","47.25778","-123.003651","Mason County","Regular local school district","689","294","0.208807","55","40","10649000","4870000"
"2015","5306780","Pomeroy School District","Washington","POMEROY","99347","46.473003","-117.597236","Garfield County","Regular local school district","385","63","0.192661","67","47","5747000","2551000"
"2015","5306820","Port Angeles School District","Washington","PORT ANGELES","98362","48.115019","-123.433197","Clallam County","Regular local school district","3840","909","0.211641","67","55","45802000","26004000"
"2015","5306840","Port Townsend School District","Washington","Port Townsend","98368","48.11654","-122.768675","Jefferson County","Regular local school district","1178","352","0.242424","73","51","16435000","8523000"
"2015","5306870","Prescott School District","Washington","PRESCOTT","99348","46.297371","-118.32004","Walla Walla County","Regular local school district","344","64","0.185507","37","22","5155000","2050000"
"2015","5306900","Prosser School District","Washington","PROSSER","99350","46.200361","-119.775819","Benton County","Regular local school district","2824","614","0.191635","55","43","33234000","18990000"
"2015","5306930","Pullman School District","Washington","PULLMAN","99163","46.724336","-117.181696","Whitman County","Regular local school district","2847","326","0.119897","71","59","40405000","14613000"
"2015","5306960","Puyallup School District","Washington","PUYALLUP","98372","47.19016","-122.293111","Pierce County","Regular local school district","22097","2200","0.094263","65","53","282963000","141035000"
"2015","5306990","Quilcene School District","Washington","QUILCENE","98376","47.8236","-122.874385","Jefferson County","Regular local school district","322","39","0.206349","52","37","6391000","2838000"
"2015","5307020","Quillayute Valley School District","Washington","FORKS","98331","47.947212","-124.383063","Clallam County","Regular local school district","3092","289","0.230463","61","27","29099000","9028000"
"2015","5307050","Lake Quinault School District","Washington","AMANDA PARK","98526","47.46038","-123.895661","Grays Harbor County","Regular local school district","174","37","0.190722","27","32","3668000","1631000"
"2015","5307080","Quincy School District","Washington","QUINCY","98848","47.2303","-119.8557","Grant County","Regular local school district","2923","720","0.246322","30","28","36756000","18696000"
"2015","5307110","Rainier School District","Washington","RAINIER","98576","46.884124","-122.690594","Thurston County","Regular local school district","804","114","0.123913","56","40","10227000","5274000"
"2015","5307140","Raymond School District","Washington","RAYMOND","98577","46.685211","-123.725131","Pacific County","Regular local school district","617","149","0.273395","54","35","8807000","4387000"
"2015","5307210","Reardan-Edwall School District","Washington","REARDAN","99029","47.6683","-117.8761","Lincoln County","Regular local school district","544","112","0.138443","66","52","7245000","3886000"
"2015","5307230","Renton School District","Washington","RENTON","98057","47.47353","-122.2218","King County","Regular local school district","15949","2487","0.133301","58","49","245764000","111054000"
"2015","5307260","Republic School District","Washington","REPUBLIC","99166","48.650625","-118.708945","Ferry County","Regular local school district","333","78","0.188406","57","42","4770000","2411000"
"2015","5307320","Richland School District","Washington","RICHLAND","99352","46.273951","-119.293928","Benton County","Regular local school district","13218","1467","0.116005","65","52","165528000","76086000"
"2015","5307350","Ridgefield School District","Washington","RIDGEFIELD","98642","45.797004","-122.717334","Clark County","Regular local school district","2499","207","0.071478","75","63","29294000","10850000"
"2015","5307380","Ritzville School District","Washington","RITZVILLE","99169","47.126001","-118.370087","Adams County","Regular local school district","360","45","0.11335","72","47","4927000","2522000"
"2015","5307440","Riverside School District","Washington","CHATTAROY","99003","47.968825","-117.350248","Spokane County","Regular local school district","1471","399","0.186449","54","42","18468000","9806000"
"2015","5307470","Rochester School District","Washington","ROCHESTER","98579","46.82221","-123.096435","Thurston County","Regular local school district","2195","421","0.154666","61","51","28104000","12996000"
"2015","5307530","Roosevelt School District","Washington","ROOSEVELT","99356","45.740921","-120.219455","Klickitat County","Regular local school district","27","15","0.340909","24.5","24.5","463000","230000"
"2015","5307560","Rosalia School District","Washington","ROSALIA","99170","47.230852","-117.369087","Whitman County","Regular local school district","181","39","0.1875","67","67","3798000","1915000"
"2015","5307620","Royal School District","Washington","ROYAL CITY","99357","46.912","-119.6277","Grant County","Regular local school district","1741","393","0.228754","38","28","20622000","10106000"
"2015","5307650","San Juan Island School District","Washington","FRIDAY HARBOR","98250","48.5349","-123.0208","San Juan County","Regular local school district","804","96","0.105611","69","57","10882000","5678000"
"2015","5307680","Satsop School District","Washington","SATSOP","98583","47.003171","-123.480474","Grays Harbor County","Regular local school district","67","13","0.12381","64.5","64.5","833000","347000"
"2015","5307710","Seattle Public Schools","Washington","SEATTLE","98134","47.5805","-122.330311","King County","Regular local school district","53317","6599","0.10132","71","65","881789000","444370000"
"2015","5307740","Sedro-Woolley School District","Washington","SEDRO WOOLLEY","98284","48.5045","-122.2528","Skagit County","Regular local school district","4350","777","0.171334","56","49","55238000","30354000"
"2015","5307770","Selah School District","Washington","SELAH","98942","46.6537","-120.531251","Yakima County","Regular local school district","3618","629","0.167243","56","44","43110000","22336000"
"2015","5307800","Selkirk School District","Washington","METALINE FALLS","99153","48.81916","-117.39802","Pend Oreille County","Regular local school district","258","77","0.255814","72","62","5151000","2339000"
"2015","5307830","Sequim School District","Washington","SEQUIM","98382","48.083398","-123.102346","Clallam County","Regular local school district","2843","594","0.187559","68","52","30936000","17744000"
"2015","5307860","Shaw Island School District","Washington","SHAW ISLAND","98286","48.572428","-122.961808","San Juan County","Regular local school district","16","4","0.114286","75","75","316000","187000"
"2015","5307900","Shelton School District","Washington","SHELTON","98584","47.2078","-123.100521","Mason County","Regular local school district","4317","883","0.251424","50","38","56181000","29451000"
"2015","5307920","Shoreline School District","Washington","SHORELINE","98155","47.764832","-122.328262","King County","Regular local school district","9440","780","0.07732","80","72","132816000","66445000"
"2015","5307950","Skamania School District","Washington","SKAMANIA","98648","45.61711","-122.049248","Skamania County","Regular local school district","76","16","0.146789","64.5","54.5","1140000","546000"
"2015","5307980","Skykomish School District","Washington","SKYKOMISH","98288","47.709397","-121.362276","King County","Regular local school district","43","4","0.066667","30","10","2048000","1148000"
"2015","5308020","Snohomish School District","Washington","SNOHOMISH","98290","47.931177","-122.099487","Snohomish County","Regular local school district","10159","622","0.056923","67","57","141828000","67631000"
"2015","5308040","Snoqualmie Valley School District","Washington","SNOQUALMIE","98065","47.52862","-121.828461","King County","Regular local school district","6898","344","0.045557","80","73","88168000","39745000"
"2015","5308070","Soap Lake School District","Washington","SOAP LAKE","98851","47.384833","-119.49737","Grant County","Regular local school district","510","115","0.230461","45","32","7008000","3427000"
"2015","5308100","South Bend School District","Washington","SOUTH BEND","98586","46.6618","-123.7917","Pacific County","Regular local school district","608","114","0.293814","55","43","8755000","4423000"
"2015","5308130","Tukwila School District","Washington","TUKWILA","98168","47.4741","-122.2756","King County","Regular local school district","3040","932","0.292255","47","38","48454000","24950000"
"2015","5308160","South Kitsap School District","Washington","PORT ORCHARD","98366","47.52367","-122.626391","Kitsap County","Regular local school district","9749","1313","0.11847","66","54","112752000","60592000"
"2015","5308190","South Whidbey School District","Washington","Langley","98260","48.00815","-122.412701","Island County","Regular local school district","1416","155","0.085212","69","44","18631000","9988000"
"2015","5308220","Southside School District","Washington","SHELTON","98584","47.199067","-123.055877","Mason County","Regular local school district","190","62","0.18845","62","62","2694000","1051000"
"2015","5308250","Spokane School District","Washington","SPOKANE","99201","47.65937","-117.415601","Spokane County","Regular local school district","30434","7550","0.220245","58","49","415010000","218206000"
"2015","5308280","Sprague School District","Washington","SPRAGUE","99032","47.2963","-117.9809","Lincoln County","Regular local school district","69","19","0.163793","49.5","49.5","2046000","992000"
"2015","5308310","St. John School District","Washington","SAINT JOHN","99171","47.0881","-117.5827","Whitman County","Regular local school district","161","25","0.126904","82","64.5","3462000","1575000"
"2015","5308340","Stanwood-Camano School District","Washington","Stanwood","98292","48.2411","-122.3453","Snohomish County","Regular local school district","4519","444","0.083318","71","61","57184000","31567000"
"2015","5308370","Star School District No. 054","Washington","PASCO","99301","46.44208","-118.717801","Franklin County","Regular local school district","9","4","0.266667","Suppressed data","Suppressed data","387000","189000"
"2015","5308400","Starbuck School District","Washington","STARBUCK","99359","46.517219","-118.121265","Columbia County","Regular local school district","28","3","0.166667","49.5","49.5","557000","296000"
"2015","5308430","Stehekin School District","Washington","STEHEKIN","98852","48.3414","-120.7041","Chelan County","Regular local school district","3","4","0.173913","75","75","67000","110000"
"2015","5308460","Steilacoom Hist. School District","Washington","STEILACOOM","98388","47.16914","-122.598821","Pierce County","Regular local school district","3164","334","0.093062","73","59","40006000","18357000"
"2015","5308490","Steptoe School District","Washington","STEPTOE","99174","47.006534","-117.35152","Whitman County","Regular local school district","42","8","0.181818","69.5","49.5","741000","382000"
"2015","5308520","Stevenson-Carson School District","Washington","STEVENSON","98648","45.699637","-121.885285","Skamania County","Regular local school district","929","212","0.210526","41","28","11579000","5864000"
"2015","5308550","Sultan School District","Washington","SULTAN","98294","47.866311","-121.815703","Snohomish County","Regular local school district","1973","284","0.110894","53","39","24163000","13566000"
"2015","5308580","Summit Valley School District","Washington","ADDY","99101","48.306542","-117.975302","Stevens County","Regular local school district","62","36","0.3","54.5","44.5","942000","513000"
"2015","5308610","Sumner School District","Washington","SUMNER","98390","47.20489","-122.237991","Pierce County","Regular local school district","9248","838","0.096455","73","64","119912000","61964000"
"2015","5308670","Sunnyside School District","Washington","SUNNYSIDE","98944","46.3174","-120.013","Yakima County","Regular local school district","6805","1683","0.268936","39","35","91528000","40996000"
"2015","5308700","Tacoma School District","Washington","TACOMA","98401","47.256321","-122.445822","Pierce County","Regular local school district","29323","7074","0.20937","53","42","455794000","232300000"
"2015","5308730","Taholah School District","Washington","TAHOLAH","98587","47.344146","-124.287469","Grays Harbor County","Regular local school district","187","65","0.3125","12","2.5","5997000","2251000"
"2015","5308760","Tahoma School District","Washington","MAPLE VALLEY","98038","47.371064","-122.022186","King County","Regular local school district","8191","365","0.043109","76","66","103085000","47915000"
"2015","5308790","Tekoa School District","Washington","TEKOA","99033","47.223383","-117.067047","Whitman County","Regular local school district","211","14","0.078652","62","52","3574000","1842000"
"2015","5308820","Tenino School District","Washington","TENINO","98589","46.861463","-122.848671","Thurston County","Regular local school district","1208","255","0.168539","50","38","15121000","7119000"
"2015","5308850","Thorp School District","Washington","THORP","98946","47.06965","-120.676019","Kittitas County","Regular local school district","121","20","0.077519","57","52","2750000","1433000"
"2015","5308910","Toledo School District","Washington","TOLEDO","98591","46.43871","-122.846481","Lewis County","Regular local school district","758","96","0.13079","55","46","8723000","4229000"
"2015","5308940","Tonasket School District","Washington","TONASKET","98855","48.699841","-119.433926","Okanogan County","Regular local school district","1146","183","0.174785","52","39","13380000","6947000"
"2015","5308970","Toppenish School District","Washington","TOPPENISH","98948","46.37348","-120.315271","Yakima County","Regular local school district","4405","1248","0.343234","27","18","47186000","23376000"
"2015","5309000","Touchet School District","Washington","TOUCHET","99360","46.043544","-118.672787","Walla Walla County","Regular local school district","226","21","0.097674","52","42","5159000","2045000"
"2015","5309030","Toutle Lake School District","Washington","TOUTLE","98649","46.323624","-122.740509","Cowlitz County","Regular local school district","639","51","0.085142","61","51","7911000","3604000"
"2015","5309060","Trout Lake School District","Washington","TROUT LAKE","98650","45.98943","-121.515511","Klickitat County","Regular local school district","223","37","0.243421","77","62","3199000","1586000"
"2015","5309100","Tumwater School District","Washington","TUMWATER","98512","47.007245","-122.912025","Thurston County","Regular local school district","6450","728","0.117211","70","57","87966000","42204000"
"2015","5309150","Union Gap School District","Washington","UNION GAP","98903","46.5555","-120.4785","Yakima County","Regular local school district","649","214","0.32622","54","60","8641000","3781000"
"2015","5309180","University Place School District","Washington","UNIVERSITY PLACE","98466","47.223878","-122.551695","Pierce County","Regular local school district","5643","674","0.128405","75","68","70173000","36608000"
"2015","5309240","Valley School District","Washington","Valley","99181","48.169567","-117.721155","Stevens County","Regular local school district","705","70","0.251799","53","40","9852000","4815000"
"2015","5309270","Vancouver School District","Washington","VANCOUVER","98661","45.64278","-122.626631","Clark County","Regular local school district","23522","4170","0.167685","54","44","292989000","159133000"
"2015","5309300","Vashon Island School District","Washington","VASHON","98070","47.427518","-122.452725","King County","Regular local school district","1588","121","0.069025","75","66","23837000","10798000"
"2015","5309330","Wahkiakum School District","Washington","CATHLAMET","98612","46.200332","-123.377575","Wahkiakum County","Regular local school district","458","91","0.201327","62","46","6569000","2691000"
"2015","5309360","Wahluke School District","Washington","MATTAWA","99349","46.740345","-119.898874","Grant County","Regular local school district","2371","519","0.234206","34","25","28419000","14415000"
"2015","5309390","Waitsburg School District","Washington","WAITSBURG","99361","46.266686","-118.153844","Walla Walla County","Regular local school district","286","46","0.155932","62","52","4532000","2201000"
"2015","5309450","Walla Walla Public Schools","Washington","WALLA WALLA","99362","46.0654","-118.3292","Walla Walla County","Regular local school district","5935","1207","0.207175","53","36","76577000","40219000"
"2015","5309480","Wapato School District","Washington","WAPATO","98951","46.446098","-120.421487","Yakima County","Regular local school district","3371","1007","0.290285","29","22","43368000","21748000"
"2015","5309510","Warden School District","Washington","WARDEN","98857","46.961277","-119.040687","Grant County","Regular local school district","982","256","0.248785","43","35","11699000","6301000"
"2015","5309540","Washougal School District","Washington","WASHOUGAL","98671","45.575554","-122.316957","Clark County","Regular local school district","3204","422","0.1139","68","54","40454000","18769000"
"2015","5309570","Washtucna School District","Washington","WASHTUCNA","99371","46.75266","-118.309667","Adams County","Regular local school district","42","8","0.170213","54.5","34.5","2185000","1091000"
"2015","5309600","Waterville School District","Washington","WATERVILLE","98858","47.6452","-120.0696","Douglas County","Regular local school district","280","78","0.274648","57","42","4330000","2077000"
"2015","5309630","Wellpinit School District","Washington","WELLPINIT","99040","47.89743","-117.988201","Stevens County","Regular local school district","467","58","0.253275","32","12","8421000","3929000"
"2015","5309660","Wenatchee School District","Washington","WENATCHEE","98801","47.42775","-120.325971","Chelan County","Regular local school district","7983","1243","0.156136","53","35","99562000","53130000"
"2015","5309690","West Valley School District (Spokane)","Washington","SPOKANE","99212","47.68245","-117.28281","Spokane County","Regular local school district","3782","548","0.176149","59","43","48587000","24645000"
"2015","5309720","West Valley School District (Yakima)","Washington","YAKIMA","98908","46.5747","-120.6302","Yakima County","Regular local school district","5049","601","0.110033","68","57","57387000","29852000"
"2015","5309750","White Pass School District","Washington","RANDLE","98377","46.53595","-121.929681","Lewis County","Regular local school district","436","80","0.186047","50","45","7509000","3112000"
"2015","5309780","White River School District","Washington","BUCKLEY","98321","47.164489","-122.02269","Pierce County","Regular local school district","3630","459","0.105882","68","53","50346000","23127000"
"2015","5309810","White Salmon Valley School District","Washington","WHITE SALMON","98672","45.72971","-121.489023","Klickitat County","Regular local school district","1292","193","0.14915","51","38","16005000","7691000"
"2015","5309840","Wilbur School District","Washington","WILBUR","99185","47.753391","-118.705714","Lincoln County","Regular local school district","284","16","0.079208","77","52","4560000","2380000"
"2015","5309870","Willapa Valley School District","Washington","MENLO","98561","46.624115","-123.651297","Pacific County","Regular local school district","340","90","0.253521","62","57","5441000","2607000"
"2015","5309900","Wilson Creek School District","Washington","WILSON CREEK","98860","47.425806","-119.120843","Grant County","Regular local school district","156","16","0.173913","57","47","3072000","1538000"
"2015","5309930","Winlock School District","Washington","WINLOCK","98596","46.49314","-122.939641","Lewis County","Regular local school district","664","205","0.264175","47","28","8865000","4275000"
"2015","5309990","Wishkah Valley School District","Washington","Aberdeen","98520","47.11713","-123.770111","Grays Harbor County","Regular local school district","151","19","0.152","47","42","2311000","1405000"
"2015","5310020","Wishram School District","Washington","WISHRAM","98673","45.660945","-120.961464","Klickitat County","Regular local school district","78","21","0.403846","34.5","24.5","1966000","1049000"
"2015","5310050","Woodland School District","Washington","WOODLAND","98674","45.903148","-122.750003","Cowlitz County","Regular local school district","2342","458","0.20035","54","47","33315000","15971000"
"2015","5310110","Yakima School District","Washington","YAKIMA","98902","46.60222","-120.515721","Yakima County","Regular local school district","16226","5099","0.323705","39","30","205641000","104336000"
"2015","5310140","Yelm School District","Washington","YELM","98597","46.9422","-122.6061","Thurston County","Regular local school district","5703","1103","0.188999","58","45","67328000","33347000"
"2015","5310170","Zillah School District","Washington","ZILLAH","98953","46.406495","-120.26503","Yakima County","Regular local school district","1359","281","0.232231","58","47","15049000","7945000"
